Numer	Journal	Field
419	Wochenblatt fur Papierfabrikation	Agriculture, Fisheries & Forestry
420	Wood and Fiber Science	Agriculture, Fisheries & Forestry
421	Wood Research	Agriculture, Fisheries & Forestry
422	Wood Science and Technology	Agriculture, Fisheries & Forestry
423	Zhongguo Zaozhi Xuebao/Transactions of China Pulp and Paper	Agriculture, Fisheries & Forestry
424	American journal of enology and viticulture	Agriculture, Fisheries & Forestry
425	Australian Journal of Grape and Wine Research	Agriculture, Fisheries & Forestry
426	Erwerbs-Obstbau	Agriculture, Fisheries & Forestry
427	European Journal of Horticultural Science	Agriculture, Fisheries & Forestry
428	Fruit Varieties Journal	Agriculture, Fisheries & Forestry
429	Fruits	Agriculture, Fisheries & Forestry
430	Gartenbauwwissenschaft	Agriculture, Fisheries & Forestry
431	HortScience : a publication of the American Society for Horticultural Science	Agriculture, Fisheries & Forestry
432	HortTechnology	Agriculture, Fisheries & Forestry
433	International Journal of Fruit Science	Agriculture, Fisheries & Forestry
434	Journal International des Sciences de la Vigne et du Vin	Agriculture, Fisheries & Forestry
435	Journal of the American Pomological Society	Agriculture, Fisheries & Forestry
436	Journal of the American Society for Horticultural Science. American Society for Horticultural Science	Agriculture, Fisheries & Forestry
437	Journal of the Japanese Society for Horticultural Science	Agriculture, Fisheries & Forestry
438	Journal of Tree Fruit Production	Agriculture, Fisheries & Forestry
439	Journal of Vegetable Science	Agriculture, Fisheries & Forestry
440	New Zealand journal of crop and horticultural science	Agriculture, Fisheries & Forestry
441	Postharvest Biology and Technology	Agriculture, Fisheries & Forestry
442	Scientia Horticulturae	Agriculture, Fisheries & Forestry
443	Small Fruits Review	Agriculture, Fisheries & Forestry
444	Stewart Postharvest Review	Agriculture, Fisheries & Forestry
445	Acta Veterinaria (Belgrade)	Agriculture, Fisheries & Forestry
446	Acta Veterinaria Brno	Agriculture, Fisheries & Forestry
447	Acta Veterinaria Hungarica	Agriculture, Fisheries & Forestry
448	Acta Veterinaria Scandinavica	Agriculture, Fisheries & Forestry
449	Acta veterinaria Scandinavica. Supplementum	Agriculture, Fisheries & Forestry
450	Advances in Veterinary Science and Comparative Medicine	Agriculture, Fisheries & Forestry
451	American journal of veterinary research	Agriculture, Fisheries & Forestry
452	Annales de medecine veterinaire	Agriculture, Fisheries & Forestry
453	Archivos de medicina veterinaria	Agriculture, Fisheries & Forestry
454	Australian Veterinary Journal	Agriculture, Fisheries & Forestry
455	Australian Veterinary Practitioner	Agriculture, Fisheries & Forestry
456	Avian Diseases	Agriculture, Fisheries & Forestry
457	Avian Pathology	Agriculture, Fisheries & Forestry
458	Berliner und Munchener tierarztliche Wochenschrift	Agriculture, Fisheries & Forestry
459	BMC Veterinary Research	Agriculture, Fisheries & Forestry
460	Bulletin of the Veterinary Institute in Pulawy	Agriculture, Fisheries & Forestry
461	Canadian journal of veterinary research = Revue canadienne de recherche veterinaire	Agriculture, Fisheries & Forestry
462	Canine Practice	Agriculture, Fisheries & Forestry
463	Cattle practice : journal of the British Cattle Veterinary Association	Agriculture, Fisheries & Forestry
464	Clinical Techniques in Equine Practice	Agriculture, Fisheries & Forestry
465	Clinical Techniques in Small Animal Practice	Agriculture, Fisheries & Forestry
466	Comparative Clinical Pathology	Agriculture, Fisheries & Forestry
467	Comparative Haematology International	Agriculture, Fisheries & Forestry
468	Comparative medicine	Agriculture, Fisheries & Forestry
469	Compendium (Yardley, PA)	Agriculture, Fisheries & Forestry
470	Contemporary topics in laboratory animal science / American Association for Laboratory Animal Science	Agriculture, Fisheries & Forestry
471	Der Praktische Tierarzt	Agriculture, Fisheries & Forestry
472	DTW. Deutsche tierarztliche Wochenschrift	Agriculture, Fisheries & Forestry
473	Equine practice	Agriculture, Fisheries & Forestry
474	Equine Veterinary Education	Agriculture, Fisheries & Forestry
475	Equine Veterinary Journal	Agriculture, Fisheries & Forestry
476	Experimental animals / Japanese Association for Laboratory Animal Science	Agriculture, Fisheries & Forestry
477	Feline Practice	Agriculture, Fisheries & Forestry
478	ILAR Journal	Agriculture, Fisheries & Forestry
479	In practice	Agriculture, Fisheries & Forestry
480	Ippologia	Agriculture, Fisheries & Forestry
481	Irish veterinary journal	Agriculture, Fisheries & Forestry
482	Journal of Avian Medicine and Surgery	Agriculture, Fisheries & Forestry
483	Journal of Camel Practice and Research	Agriculture, Fisheries & Forestry
484	Journal of Comparative Pathology	Agriculture, Fisheries & Forestry
485	Journal of Equine Science	Agriculture, Fisheries & Forestry
486	Journal of Equine Veterinary Science	Agriculture, Fisheries & Forestry
487	Journal of Exotic Pet Medicine	Agriculture, Fisheries & Forestry
488	Journal of Experimental Animal Science	Agriculture, Fisheries & Forestry
489	Journal of Feline Medicine and Surgery	Agriculture, Fisheries & Forestry
490	Journal of Small Animal Practice	Agriculture, Fisheries & Forestry
491	Journal of Swine Health and Production	Agriculture, Fisheries & Forestry
492	Journal of the American Animal Hospital Association	Agriculture, Fisheries & Forestry
493	Journal of the American Association for Laboratory Animal Science : JAALAS	Agriculture, Fisheries & Forestry
494	Journal of the American Veterinary Medical Association	Agriculture, Fisheries & Forestry
495	Journal of the South African Veterinary Association	Agriculture, Fisheries & Forestry
496	Journal of Veterinary Cardiology	Agriculture, Fisheries & Forestry
497	Journal of veterinary dentistry	Agriculture, Fisheries & Forestry
498	Journal of veterinary diagnostic investigation : official publication of the American Association of Veterinary Laboratory Diagnosticians, Inc	Agriculture, Fisheries & Forestry
499	Journal of Veterinary Emergency and Critical Care	Agriculture, Fisheries & Forestry
500	Journal of Veterinary Internal Medicine	Agriculture, Fisheries & Forestry
501	Journal of veterinary medical education	Agriculture, Fisheries & Forestry
502	Journal of veterinary medicine. A, Physiology, pathology, clinical medicine	Agriculture, Fisheries & Forestry
503	Journal of veterinary medicine. B, Infectious diseases and veterinary public health	Agriculture, Fisheries & Forestry
504	Journal of Veterinary Pharmacology & Therapeutics	Agriculture, Fisheries & Forestry
505	Journal of veterinary science	Agriculture, Fisheries & Forestry
506	Journal of wildlife diseases	Agriculture, Fisheries & Forestry
507	Journal of Wildlife Rehabilitation	Agriculture, Fisheries & Forestry
508	Journal of Zoo and Wildlife Medicine	Agriculture, Fisheries & Forestry
509	Kleintierpraxis	Agriculture, Fisheries & Forestry
510	Lab Animal	Agriculture, Fisheries & Forestry
511	Laboratory Animals	Agriculture, Fisheries & Forestry
512	Large Animal Practice	Agriculture, Fisheries & Forestry
513	Magyar allatorvosok lapja	Agriculture, Fisheries & Forestry
514	Medycyna weterynaryjna	Agriculture, Fisheries & Forestry
515	New Zealand veterinary journal	Agriculture, Fisheries & Forestry
516	Pesquisa veterinaria brasileira : revista do Colegio Brasileiro de Patologia Animal = Brazilian journal of veterinary research	Agriculture, Fisheries & Forestry
517	Pferdeheilkunde	Agriculture, Fisheries & Forestry
518	Point Veterinaire	Agriculture, Fisheries & Forestry
519	Polish journal of veterinary sciences	Agriculture, Fisheries & Forestry
520	Postepy Mikrobiologii	Agriculture, Fisheries & Forestry
521	Pratiques Medicale et Chirurgicale de l'Animal de Compagnie	Agriculture, Fisheries & Forestry
522	Preventive Veterinary Medicine	Agriculture, Fisheries & Forestry
523	Recueil de Medecine Veterinaire	Agriculture, Fisheries & Forestry
524	Research in Veterinary Science	Agriculture, Fisheries & Forestry
525	Revue de medecine veterinaire	Agriculture, Fisheries & Forestry
526	Revue scientifique et technique (International Office of Epizootics)	Agriculture, Fisheries & Forestry
527	Scandinavian Journal of Laboratory Animal Science	Agriculture, Fisheries & Forestry
528	Schweizer Archiv fur Tierheilkunde	Agriculture, Fisheries & Forestry
529	Seminars in Avian and Exotic Pet Medicine	Agriculture, Fisheries & Forestry
530	Seminars in veterinary medicine and surgery (small animal)	Agriculture, Fisheries & Forestry
531	The Canadian veterinary journal. La revue veterinaire canadienne	Agriculture, Fisheries & Forestry
532	The Japanese journal of veterinary research	Agriculture, Fisheries & Forestry
533	The Journal of veterinary medical science / the Japanese Society of Veterinary Science	Agriculture, Fisheries & Forestry
534	The Onderstepoort journal of veterinary research	Agriculture, Fisheries & Forestry
535	The Veterinary Journal	Agriculture, Fisheries & Forestry
536	The Veterinary quarterly	Agriculture, Fisheries & Forestry
537	The Veterinary record	Agriculture, Fisheries & Forestry
538	Tierarztliche Praxis. Ausgabe G, Grosstiere/Nutztiere	Agriculture, Fisheries & Forestry
539	Tierarztliche Praxis. Ausgabe K, Kleintiere/Heimtiere	Agriculture, Fisheries & Forestry
540	Tierarztliche Umschau	Agriculture, Fisheries & Forestry
541	Tijdschrift voor diergeneeskunde	Agriculture, Fisheries & Forestry
542	Transboundary and Emerging Diseases	Agriculture, Fisheries & Forestry
543	Veterinarni medicina	Agriculture, Fisheries & Forestry
544	Veterinarski Arhiv	Agriculture, Fisheries & Forestry
545	Veterinary Anaesthesia & Analgesia	Agriculture, Fisheries & Forestry
546	Veterinary and comparative oncology	Agriculture, Fisheries & Forestry
547	Veterinary and comparative orthopaedics and traumatology : V.C.O.T	Agriculture, Fisheries & Forestry
548	Veterinary Clinical Pathology	Agriculture, Fisheries & Forestry
549	Veterinary Clinics of North America: Equine Practice	Agriculture, Fisheries & Forestry
550	Veterinary Clinics of North America: Exotic Animal Practice	Agriculture, Fisheries & Forestry
551	Veterinary Dermatology	Agriculture, Fisheries & Forestry
552	Veterinary Immunology and Immunopathology	Agriculture, Fisheries & Forestry
553	Veterinary Medicine	Agriculture, Fisheries & Forestry
554	Veterinary Microbiology	Agriculture, Fisheries & Forestry
555	Veterinary Ophthalmology	Agriculture, Fisheries & Forestry
556	Veterinary pathology	Agriculture, Fisheries & Forestry
557	Veterinary Radiology & Ultrasound	Agriculture, Fisheries & Forestry
558	Veterinary research	Agriculture, Fisheries & Forestry
559	Veterinary Research Communications	Agriculture, Fisheries & Forestry
560	Veterinary Surgery	Agriculture, Fisheries & Forestry
561	Veterinary Technician	Agriculture, Fisheries & Forestry
562	Veterinary therapeutics : research in applied veterinary medicine	Agriculture, Fisheries & Forestry
563	Vlaams Diergeneeskundig Tijdschrift	Agriculture, Fisheries & Forestry
564	Wiener Tierarztliche Monatsschrift	Agriculture, Fisheries & Forestry
565	Zoonoses and Public Health	Agriculture, Fisheries & Forestry
566	Architectural Design	Built Environment & Design
567	Architectural History	Built Environment & Design
568	Architectural Science Review	Built Environment & Design
569	Journal of Architectural Education	Built Environment & Design
570	Journal of Architecture	Built Environment & Design
571	Journal of the Society of Architectural Historians	Built Environment & Design
572	ACI Materials Journal	Built Environment & Design
573	Advances in Cement Research	Built Environment & Design
574	ASHRAE Journal	Built Environment & Design
575	ASHRAE Transactions	Built Environment & Design
576	Automation in Construction	Built Environment & Design
577	Betonwerk und Fertigteil-Technik/Concrete Precasting Plant and Technology	Built Environment & Design
578	Building and Environment	Built Environment & Design
579	Building Research & Information	Built Environment & Design
580	Building Services Engineering Research	Built Environment & Design
581	Bulletin des Laboratories des Ponts et Chaussees	Built Environment & Design
582	Cement and Concrete Composites	Built Environment & Design
583	Cement and Concrete Research	Built Environment & Design
584	Cement, Concrete and Aggregates	Built Environment & Design
585	Computers and Concrete	Built Environment & Design
586	Concrete (London)	Built Environment & Design
587	Concrete Engineering International	Built Environment & Design
588	Construction and Building Materials	Built Environment & Design
589	Construction Management & Economics	Built Environment & Design
590	Electronic Journal of Information Technology in Construction	Built Environment & Design
591	Energy and Buildings	Built Environment & Design
592	Engineered Systems	Built Environment & Design
593	Engineering, Construction and Architectural Management	Built Environment & Design
594	Heron	Built Environment & Design
595	HPAC Heating, Piping, AirConditioning Engineering	Built Environment & Design
596	HVAC and R Research	Built Environment & Design
597	Indian Concrete Journal	Built Environment & Design
598	Indoor Air	Built Environment & Design
599	Indoor and Built Environment	Built Environment & Design
600	Industria Italiana del Cemento	Built Environment & Design
601	International Journal for Housing Science and Its Applications	Built Environment & Design
602	International Journal of Project Management	Built Environment & Design
603	International Journal of Ventilation	Built Environment & Design
604	Jianzhu Cailiao Xuebao/Journal of Building Materials	Built Environment & Design
605	Jianzhu Jiegou Xuebao/Journal of Building Structures	Built Environment & Design
606	Journal of Advanced Concrete Technology	Built Environment & Design
607	Journal of Architectural Engineering	Built Environment & Design
608	Journal of Building Physics	Built Environment & Design
609	Journal of Computing in Civil Engineering	Built Environment & Design
610	Journal of Construction Education	Built Environment & Design
611	Journal of Construction Engineering and Management	Built Environment & Design
612	Journal of Construction Research	Built Environment & Design
613	Journal of Management in Engineering	Built Environment & Design
614	Journal of Materials in Civil Engineering	Built Environment & Design
615	Journal of Professional Issues in Engineering Education and Practice	Built Environment & Design
616	Journal of the Faculty of Engineering and Architecture of Gazi University	Built Environment & Design
617	Journal of the IEST	Built Environment & Design
618	Journal of the Illuminating Engineering Society	Built Environment & Design
619	Journal of Thermal Envelope and Building Science	Built Environment & Design
620	Konstruktion	Built Environment & Design
